freq,age,unit,lev_know,deg_urb,geo\TIME_PERIOD,year_2022
A,Y25-64,PC,BASIC,DEG1,ES,2.743
A,Y25-64,PC,BASIC,DEG1,EU27_2020,2.243
A,Y25-64,PC,BASIC,DEG1,FI,1.132
A,Y25-64,PC,BASIC,DEG1,FR,2.757
A,Y25-64,PC,BASIC,DEG1,HR,2.009
A,Y25-64,PC,BASIC,DEG1,HU,2.414
A,Y25-64,PC,BASIC,DEG1,IE,3.635
A,Y25-64,PC,BASIC,DEG1,IS,0.405
A,Y25-64,PC,BASIC,DEG1,IT,3.326
A,Y25-64,PC,BASIC,DEG1,LT,1.159
A,Y25-64,PC,BASIC,DEG1,LU,0.549
A,Y25-64,PC,BASIC,DEG1,LV,1.234
A,Y25-64,PC,BASIC,DEG1,MT,2.538
A,Y25-64,PC,BASIC,DEG1,NL,0.919
A,Y25-64,PC,BASIC,DEG1,NO,0.96
A,Y25-64,PC,BASIC,DEG1,PL,2.654
A,Y25-64,PC,BASIC,DEG1,PT,2.997
A,Y25-64,PC,BASIC,DEG1,RO,2.215
A,Y25-64,PC,BASIC,DEG1,RS,1.646
A,Y25-64,PC,BASIC,DEG1,SE,1.145
A,Y25-64,PC,BASIC,DEG1,SI,0.802
A,Y25-64,PC,BASIC,DEG1,SK,0.892
A,Y25-64,PC,BASIC,DEG2,AT,2.078
A,Y25-64,PC,BASIC,DEG2,BE,1.715
A,Y25-64,PC,BASIC,DEG2,BG,3.607
A,Y25-64,PC,BASIC,DEG2,CY,1.481
A,Y25-64,PC,BASIC,DEG2,CZ,4.177
A,Y25-64,PC,BASIC,DEG2,DE,2.606
A,Y25-64,PC,BASIC,DEG2,DK,1.337
A,Y25-64,PC,BASIC,DEG2,EA20,2.894
A,Y25-64,PC,BASIC,DEG2,EE,2.346
A,Y25-64,PC,BASIC,DEG2,EL,2.647
A,Y25-64,PC,BASIC,DEG2,ES,2.88
A,Y25-64,PC,BASIC,DEG2,EU27_2020,2.97
A,Y25-64,PC,BASIC,DEG2,FI,1.687
A,Y25-64,PC,BASIC,DEG2,FR,3.703
A,Y25-64,PC,BASIC,DEG2,HR,2.839
A,Y25-64,PC,BASIC,DEG2,HU,3.217
A,Y25-64,PC,BASIC,DEG2,IE,3.587
A,Y25-64,PC,BASIC,DEG2,IT,3.82
A,Y25-64,PC,BASIC,DEG2,LT,2.243
A,Y25-64,PC,BASIC,DEG2,LU,0.83
A,Y25-64,PC,BASIC,DEG2,MT,2.709
A,Y25-64,PC,BASIC,DEG2,NL,1.097
A,Y25-64,PC,BASIC,DEG2,NO,1.276
A,Y25-64,PC,BASIC,DEG2,PL,4.108
A,Y25-64,PC,BASIC,DEG2,PT,3.203
A,Y25-64,PC,BASIC,DEG2,RO,3.285
A,Y25-64,PC,BASIC,DEG2,RS,2.462
A,Y25-64,PC,BASIC,DEG2,SE,1.811
A,Y25-64,PC,BASIC,DEG2,SI,1.125
A,Y25-64,PC,BASIC,DEG2,SK,0.967
A,Y25-64,PC,BASIC,DEG3,AT,2.901
A,Y25-64,PC,BASIC,DEG3,BE,3.011
A,Y25-64,PC,BASIC,DEG3,BG,3.093
A,Y25-64,PC,BASIC,DEG3,CY,1.811
A,Y25-64,PC,BASIC,DEG3,CZ,4.581
A,Y25-64,PC,BASIC,DEG3,DE,3.779
A,Y25-64,PC,BASIC,DEG3,DK,1.502
A,Y25-64,PC,BASIC,DEG3,EA20,3.374
A,Y25-64,PC,BASIC,DEG3,EE,2.318
A,Y25-64,PC,BASIC,DEG3,EL,3.717
A,Y25-64,PC,BASIC,DEG3,ES,3.47
A,Y25-64,PC,BASIC,DEG3,EU27_2020,3.518
A,Y25-64,PC,BASIC,DEG3,FI,2.071
A,Y25-64,PC,BASIC,DEG3,FR,4.252
A,Y25-64,PC,BASIC,DEG3,HR,2.771
A,Y25-64,PC,BASIC,DEG3,HU,3.751
A,Y25-64,PC,BASIC,DEG3,IE,4.177
A,Y25-64,PC,BASIC,DEG3,IT,3.957
A,Y25-64,PC,BASIC,DEG3,LT,2.256
A,Y25-64,PC,BASIC,DEG3,LU,0.61
A,Y25-64,PC,BASIC,DEG3,LV,0.898
A,Y25-64,PC,BASIC,DEG3,MT,2.634
A,Y25-64,PC,BASIC,DEG3,NL,1.392
A,Y25-64,PC,BASIC,DEG3,NO,1.673
A,Y25-64,PC,BASIC,DEG3,PL,4.458
A,Y25-64,PC,BASIC,DEG3,PT,3.69
A,Y25-64,PC,BASIC,DEG3,RO,4.108
A,Y25-64,PC,BASIC,DEG3,RS,3.127
A,Y25-64,PC,BASIC,DEG3,SE,2.16
A,Y25-64,PC,BASIC,DEG3,SI,1.427
A,Y25-64,PC,BASIC,DEG3,SK,1.077
A,Y25-64,PC,BASIC,TOTAL,AT,2.133
A,Y25-64,PC,BASIC,TOTAL,BE,1.831
A,Y25-64,PC,BASIC,TOTAL,BG,2.736
A,Y25-64,PC,BASIC,TOTAL,CY,1.303
A,Y25-64,PC,BASIC,TOTAL,CZ,3.978
A,Y25-64,PC,BASIC,TOTAL,DE,2.462
A,Y25-64,PC,BASIC,TOTAL,DK,1.186
A,Y25-64,PC,BASIC,TOTAL,EA20,2.716
A,Y25-64,PC,BASIC,TOTAL,EE,2.147
A,Y25-64,PC,BASIC,TOTAL,EL,2.654
A,Y25-64,PC,BASIC,TOTAL,ES,2.86
A,Y25-64,PC,BASIC,TOTAL,EU27_2020,2.778
A,Y25-64,PC,BASIC,TOTAL,FI,1.509
A,Y25-64,PC,BASIC,TOTAL,FR,3.463
A,Y25-64,PC,BASIC,TOTAL,HR,2.476
A,Y25-64,PC,BASIC,TOTAL,HU,2.97
A,Y25-64,PC,BASIC,TOTAL,IE,3.82
A,Y25-64,PC,BASIC,TOTAL,IS,0.453
A,Y25-64,PC,BASIC,TOTAL,IT,3.655
A,Y25-64,PC,BASIC,TOTAL,LT,1.756
A,Y25-64,PC,BASIC,TOTAL,LU,0.7
A,Y25-64,PC,BASIC,TOTAL,LV,1.022
A,Y25-64,PC,BASIC,TOTAL,MT,2.627
A,Y25-64,PC,BASIC,TOTAL,NL,1.07
A,Y25-64,PC,BASIC,TOTAL,NO,1.296
A,Y25-64,PC,BASIC,TOTAL,PL,3.642
A,Y25-64,PC,BASIC,TOTAL,PT,3.182
A,Y25-64,PC,BASIC,TOTAL,RO,3.011
A,Y25-64,PC,BASIC,TOTAL,RS,2.366
A,Y25-64,PC,BASIC,TOTAL,SE,1.577
A,Y25-64,PC,BASIC,TOTAL,SI,1.2
A,Y25-64,PC,BASIC,TOTAL,SK,0.988
A,Y25-64,PC,GOOD,DEG1,AT,2.448
A,Y25-64,PC,GOOD,DEG1,BE,2.387
A,Y25-64,PC,GOOD,DEG1,BG,2.304
A,Y25-64,PC,GOOD,DEG1,CY,2.099
A,Y25-64,PC,GOOD,DEG1,CZ,2.126
A,Y25-64,PC,GOOD,DEG1,DE,2.558
A,Y25-64,PC,GOOD,DEG1,DK,1.625
A,Y25-64,PC,GOOD,DEG1,EA20,2.263
A,Y25-64,PC,GOOD,DEG1,EE,1.907
A,Y25-64,PC,GOOD,DEG1,EL,2.421
A,Y25-64,PC,GOOD,DEG1,ES,1.852
A,Y25-64,PC,GOOD,DEG1,EU27_2020,2.222
A,Y25-64,PC,GOOD,DEG1,FI,2.256
A,Y25-64,PC,GOOD,DEG1,FR,1.79
A,Y25-64,PC,GOOD,DEG1,HR,2.976
A,Y25-64,PC,GOOD,DEG1,HU,2.359
A,Y25-64,PC,GOOD,DEG1,IE,1.591
A,Y25-64,PC,GOOD,DEG1,IS,1.893
A,Y25-64,PC,GOOD,DEG1,IT,2.346
A,Y25-64,PC,GOOD,DEG1,LT,2.236
A,Y25-64,PC,GOOD,DEG1,LU,1.282
A,Y25-64,PC,GOOD,DEG1,LV,2.304
A,Y25-64,PC,GOOD,DEG1,MT,1.893
A,Y25-64,PC,GOOD,DEG1,NL,2.826
A,Y25-64,PC,GOOD,DEG1,NO,3.751
A,Y25-64,PC,GOOD,DEG1,PL,2.085
A,Y25-64,PC,GOOD,DEG1,PT,1.996
A,Y25-64,PC,GOOD,DEG1,RO,2.483
A,Y25-64,PC,GOOD,DEG1,RS,2.428
A,Y25-64,PC,GOOD,DEG1,SE,1.468
A,Y25-64,PC,GOOD,DEG1,SI,2.092
A,Y25-64,PC,GOOD,DEG1,SK,2.771
A,Y25-64,PC,GOOD,DEG2,AT,3.025
A,Y25-64,PC,GOOD,DEG2,BE,2.826
A,Y25-64,PC,GOOD,DEG2,BG,1.879
A,Y25-64,PC,GOOD,DEG2,CY,1.975
A,Y25-64,PC,GOOD,DEG2,CZ,1.859
A,Y25-64,PC,GOOD,DEG2,DE,2.414
A,Y25-64,PC,GOOD,DEG2,DK,2.332
A,Y25-64,PC,GOOD,DEG2,EA20,2.243
A,Y25-64,PC,GOOD,DEG2,EE,2.195
A,Y25-64,PC,GOOD,DEG2,EL,2.291
A,Y25-64,PC,GOOD,DEG2,ES,1.667
A,Y25-64,PC,GOOD,DEG2,EU27_2020,2.174
A,Y25-64,PC,GOOD,DEG2,FI,2.716
A,Y25-64,PC,GOOD,DEG2,FR,1.701
A,Y25-64,PC,GOOD,DEG2,HR,2.373
A,Y25-64,PC,GOOD,DEG2,HU,1.797
A,Y25-64,PC,GOOD,DEG2,IE,1.481
A,Y25-64,PC,GOOD,DEG2,IS,2.798
A,Y25-64,PC,GOOD,DEG2,IT,2.14
A,Y25-64,PC,GOOD,DEG2,LT,2.51
A,Y25-64,PC,GOOD,DEG2,LU,1.481
A,Y25-64,PC,GOOD,DEG2,MT,2.126
A,Y25-64,PC,GOOD,DEG2,NL,3.491
A,Y25-64,PC,GOOD,DEG2,NO,3.868
A,Y25-64,PC,GOOD,DEG2,PL,1.571
A,Y25-64,PC,GOOD,DEG2,PT,2.167
A,Y25-64,PC,GOOD,DEG2,RO,2.325
A,Y25-64,PC,GOOD,DEG2,RS,2.366
A,Y25-64,PC,GOOD,DEG2,SE,1.913
A,Y25-64,PC,GOOD,DEG2,SI,2.572
A,Y25-64,PC,GOOD,DEG2,SK,2.832
A,Y25-64,PC,GOOD,DEG3,AT,2.798
A,Y25-64,PC,GOOD,DEG3,BE,2.243
A,Y25-64,PC,GOOD,DEG3,BG,1.886
A,Y25-64,PC,GOOD,DEG3,CY,2.49
A,Y25-64,PC,GOOD,DEG3,CZ,1.632
A,Y25-64,PC,GOOD,DEG3,DE,2.071
A,Y25-64,PC,GOOD,DEG3,DK,2.771
A,Y25-64,PC,GOOD,DEG3,EA20,2.105
A,Y25-64,PC,GOOD,DEG3,EE,2.208
A,Y25-64,PC,GOOD,DEG3,EL,2.174
A,Y25-64,PC,GOOD,DEG3,ES,1.173
A,Y25-64,PC,GOOD,DEG3,EU27_2020,1.996
A,Y25-64,PC,GOOD,DEG3,FI,2.963
A,Y25-64,PC,GOOD,DEG3,FR,1.612
A,Y25-64,PC,GOOD,DEG3,HR,2.25
A,Y25-64,PC,GOOD,DEG3,HU,1.79
A,Y25-64,PC,GOOD,DEG3,IE,1.502
A,Y25-64,PC,GOOD,DEG3,IS,2.983
A,Y25-64,PC,GOOD,DEG3,IT,2.03
A,Y25-64,PC,GOOD,DEG3,LT,2.284
A,Y25-64,PC,GOOD,DEG3,LU,1.193
A,Y25-64,PC,GOOD,DEG3,LV,2.298
A,Y25-64,PC,GOOD,DEG3,NL,3.415
A,Y25-64,PC,GOOD,DEG3,NO,4.019
A,Y25-64,PC,GOOD,DEG3,PL,1.413
A,Y25-64,PC,GOOD,DEG3,PT,1.961
A,Y25-64,PC,GOOD,DEG3,RO,1.989
A,Y25-64,PC,GOOD,DEG3,RS,2.202
A,Y25-64,PC,GOOD,DEG3,SE,1.817
A,Y25-64,PC,GOOD,DEG3,SI,2.675
A,Y25-64,PC,GOOD,DEG3,SK,2.99
A,Y25-64,PC,GOOD,TOTAL,AT,2.75
A,Y25-64,PC,GOOD,TOTAL,BE,2.606
A,Y25-64,PC,GOOD,TOTAL,BG,2.133
A,Y25-64,PC,GOOD,TOTAL,CY,2.167
A,Y25-64,PC,GOOD,TOTAL,CZ,1.859
A,Y25-64,PC,GOOD,TOTAL,DE,2.414
A,Y25-64,PC,GOOD,TOTAL,DK,2.188
A,Y25-64,PC,GOOD,TOTAL,EA20,2.222
A,Y25-64,PC,GOOD,TOTAL,EE,2.071
A,Y25-64,PC,GOOD,TOTAL,EL,2.325
A,Y25-64,PC,GOOD,TOTAL,ES,1.728
A,Y25-64,PC,GOOD,TOTAL,EU27_2020,2.154
A,Y25-64,PC,GOOD,TOTAL,FI,2.551
A,Y25-64,PC,GOOD,TOTAL,FR,1.708
A,Y25-64,PC,GOOD,TOTAL,HR,2.599
A,Y25-64,PC,GOOD,TOTAL,HU,2.051
A,Y25-64,PC,GOOD,TOTAL,IE,1.529
A,Y25-64,PC,GOOD,TOTAL,IS,2.243
A,Y25-64,PC,GOOD,TOTAL,IT,2.202
A,Y25-64,PC,GOOD,TOTAL,LT,2.298
A,Y25-64,PC,GOOD,TOTAL,LU,1.344
A,Y25-64,PC,GOOD,TOTAL,LV,2.298
A,Y25-64,PC,GOOD,TOTAL,MT,2.016
A,Y25-64,PC,GOOD,TOTAL,NL,3.086
A,Y25-64,PC,GOOD,TOTAL,NO,3.875
A,Y25-64,PC,GOOD,TOTAL,PL,1.721
A,Y25-64,PC,GOOD,TOTAL,PT,2.044
A,Y25-64,PC,GOOD,TOTAL,RO,2.311
A,Y25-64,PC,GOOD,TOTAL,RS,2.339
A,Y25-64,PC,GOOD,TOTAL,SE,1.701
A,Y25-64,PC,GOOD,TOTAL,SI,2.524
A,Y25-64,PC,GOOD,TOTAL,SK,2.874
A,Y25-64,PC,NRP,DEG1,EA20,0.034
A,Y25-64,PC,NRP,DEG1,ES,0.055
A,Y25-64,PC,NRP,DEG1,EU27_2020,0.034
A,Y25-64,PC,NRP,DEG2,DE,0.069
A,Y25-64,PC,NRP,DEG2,EA20,0.027
A,Y25-64,PC,NRP,DEG2,EU27_2020,0.027
A,Y25-64,PC,NRP,DEG2,LU,0.11
A,Y25-64,PC,NRP,DEG3,EA20,0.014
A,Y25-64,PC,NRP,DEG3,EU27_2020,0.014
A,Y25-64,PC,NRP,TOTAL,DE,0.062
A,Y25-64,PC,NRP,TOTAL,DK,0.151
A,Y25-64,PC,NRP,TOTAL,EA20,0.027
A,Y25-64,PC,NRP,TOTAL,ES,0.055
A,Y25-64,PC,NRP,TOTAL,EU27_2020,0.027
A,Y25-64,PC,NRP,TOTAL,FI,0.089
A,Y25-64,PC,NRP,TOTAL,IS,0.178
A,Y25-64,PC,NRP,TOTAL,LU,0.096
A,Y25-64,PC,NRP,TOTAL,PL,0.014
A,Y25-64,PC,NRP,TOTAL,PT,0.027
A,Y25-64,PC,NRP,TOTAL,RS,0.069
A,Y25-64,PC,NRP,TOTAL,SE,0.075
A,Y25-64,PC,PROF,DEG1,AT,3.045
A,Y25-64,PC,PROF,DEG1,BE,2.956
A,Y25-64,PC,PROF,DEG1,BG,2.256
A,Y25-64,PC,PROF,DEG1,CY,3.786
A,Y25-64,PC,PROF,DEG1,CZ,1.68
A,Y25-64,PC,PROF,DEG1,DE,2.448
A,Y25-64,PC,PROF,DEG1,DK,4.266
A,Y25-64,PC,PROF,DEG1,EA20,2.318
A,Y25-64,PC,PROF,DEG1,EE,3.018
A,Y25-64,PC,PROF,DEG1,EL,2.339
A,Y25-64,PC,PROF,DEG1,ES,2.208
A,Y25-64,PC,PROF,DEG1,EU27_2020,2.359
A,Y25-64,PC,PROF,DEG1,FI,3.374
A,Y25-64,PC,PROF,DEG1,FR,2.311
A,Y25-64,PC,PROF,DEG1,HR,1.872
A,Y25-64,PC,PROF,DEG1,HU,2.085
A,Y25-64,PC,PROF,DEG1,IE,1.584
A,Y25-64,PC,PROF,DEG1,IS,4.403
A,Y25-64,PC,PROF,DEG1,IT,1.186
A,Y25-64,PC,PROF,DEG1,LT,3.463
A,Y25-64,PC,PROF,DEG1,LU,4.959
A,Y25-64,PC,PROF,DEG1,LV,3.313
A,Y25-64,PC,PROF,DEG1,MT,2.428
A,Y25-64,PC,PROF,DEG1,NL,3.045
A,Y25-64,PC,PROF,DEG1,NO,2.126
A,Y25-64,PC,PROF,DEG1,PL,2.112
A,Y25-64,PC,PROF,DEG1,PT,1.845
A,Y25-64,PC,PROF,DEG1,RO,2.16
A,Y25-64,PC,PROF,DEG1,RS,2.784
A,Y25-64,PC,PROF,DEG1,SE,4.156
A,Y25-64,PC,PROF,DEG1,SI,3.964
A,Y25-64,PC,PROF,DEG1,SK,3.196
A,Y25-64,PC,PROF,DEG2,AT,1.756
A,Y25-64,PC,PROF,DEG2,BE,2.318
A,Y25-64,PC,PROF,DEG2,BG,1.379
A,Y25-64,PC,PROF,DEG2,CY,3.409
A,Y25-64,PC,PROF,DEG2,CZ,0.816
A,Y25-64,PC,PROF,DEG2,DE,1.776
A,Y25-64,PC,PROF,DEG2,DK,2.99
A,Y25-64,PC,PROF,DEG2,EA20,1.694
A,Y25-64,PC,PROF,DEG2,EE,2.318
A,Y25-64,PC,PROF,DEG2,EL,1.907
A,Y25-64,PC,PROF,DEG2,ES,2.263
A,Y25-64,PC,PROF,DEG2,EU27_2020,1.687
A,Y25-64,PC,PROF,DEG2,FI,2.373
A,Y25-64,PC,PROF,DEG2,FR,1.454
A,Y25-64,PC,PROF,DEG2,HR,1.632
A,Y25-64,PC,PROF,DEG2,HU,1.838
A,Y25-64,PC,PROF,DEG2,IE,1.79
A,Y25-64,PC,PROF,DEG2,IS,3.223
A,Y25-64,PC,PROF,DEG2,IT,0.898
A,Y25-64,PC,PROF,DEG2,LT,2.099
A,Y25-64,PC,PROF,DEG2,LU,4.43
A,Y25-64,PC,PROF,DEG2,MT,2.023
A,Y25-64,PC,PROF,DEG2,NL,2.277
A,Y25-64,PC,PROF,DEG2,NO,1.687
A,Y25-64,PC,PROF,DEG2,PL,1.166
A,Y25-64,PC,PROF,DEG2,PT,1.461
A,Y25-64,PC,PROF,DEG2,RO,1.248
A,Y25-64,PC,PROF,DEG2,RS,2.03
A,Y25-64,PC,PROF,DEG2,SE,3.066
A,Y25-64,PC,PROF,DEG2,SI,3.162
A,Y25-64,PC,PROF,DEG2,SK,3.059
A,Y25-64,PC,PROF,DEG3,AT,1.159
A,Y25-64,PC,PROF,DEG3,BE,1.605
A,Y25-64,PC,PROF,DEG3,BG,1.879
A,Y25-64,PC,PROF,DEG3,CY,2.558
A,Y25-64,PC,PROF,DEG3,CZ,0.645
A,Y25-64,PC,PROF,DEG3,DE,0.974
A,Y25-64,PC,PROF,DEG3,DK,2.469
A,Y25-64,PC,PROF,DEG3,EA20,1.365
A,Y25-64,PC,PROF,DEG3,EE,2.332
A,Y25-64,PC,PROF,DEG3,EL,0.967
A,Y25-64,PC,PROF,DEG3,ES,2.16
A,Y25-64,PC,PROF,DEG3,EU27_2020,1.324
A,Y25-64,PC,PROF,DEG3,FI,1.721
A,Y25-64,PC,PROF,DEG3,FR,0.994
A,Y25-64,PC,PROF,DEG3,HR,1.831
A,Y25-64,PC,PROF,DEG3,HU,1.31
A,Y25-64,PC,PROF,DEG3,IE,1.18
A,Y25-64,PC,PROF,DEG3,IS,3.203
A,Y25-64,PC,PROF,DEG3,IT,0.871
A,Y25-64,PC,PROF,DEG3,LT,2.311
A,Y25-64,PC,PROF,DEG3,LU,4.972
A,Y25-64,PC,PROF,DEG3,LV,3.655
A,Y25-64,PC,PROF,DEG3,NL,2.037
A,Y25-64,PC,PROF,DEG3,NO,1.125
A,Y25-64,PC,PROF,DEG3,PL,0.974
A,Y25-64,PC,PROF,DEG3,PT,1.159
A,Y25-64,PC,PROF,DEG3,RO,0.754
A,Y25-64,PC,PROF,DEG3,RS,1.529
A,Y25-64,PC,PROF,DEG3,SE,2.819
A,Y25-64,PC,PROF,DEG3,SI,2.757
A,Y25-64,PC,PROF,DEG3,SK,2.784
A,Y25-64,PC,PROF,TOTAL,AT,1.968
A,Y25-64,PC,PROF,TOTAL,BE,2.421
A,Y25-64,PC,PROF,TOTAL,BG,1.989
A,Y25-64,PC,PROF,TOTAL,CY,3.388
A,Y25-64,PC,PROF,TOTAL,CZ,1.022
A,Y25-64,PC,PROF,TOTAL,DE,1.92
A,Y25-64,PC,PROF,TOTAL,DK,3.326
A,Y25-64,PC,PROF,TOTAL,EA20,1.893
A,Y25-64,PC,PROF,TOTAL,EE,2.64
A,Y25-64,PC,PROF,TOTAL,EL,1.879
A,Y25-64,PC,PROF,TOTAL,ES,2.222
A,Y25-64,PC,PROF,TOTAL,EU27_2020,1.893
A,Y25-64,PC,PROF,TOTAL,FI,2.709
A,Y25-64,PC,PROF,TOTAL,FR,1.68
A,Y25-64,PC,PROF,TOTAL,HR,1.783
A,Y25-64,PC,PROF,TOTAL,HU,1.831
A,Y25-64,PC,PROF,TOTAL,IE,1.488
A,Y25-64,PC,PROF,TOTAL,IS,3.992
A,Y25-64,PC,PROF,TOTAL,IT,1.001
A,Y25-64,PC,PROF,TOTAL,LT,2.805
A,Y25-64,PC,PROF,TOTAL,LU,4.718
A,Y25-64,PC,PROF,TOTAL,LV,3.532
A,Y25-64,PC,PROF,TOTAL,MT,2.222
A,Y25-64,PC,PROF,TOTAL,NL,2.654
A,Y25-64,PC,PROF,TOTAL,NO,1.66
A,Y25-64,PC,PROF,TOTAL,PL,1.481
A,Y25-64,PC,PROF,TOTAL,PT,1.605
A,Y25-64,PC,PROF,TOTAL,RO,1.536
A,Y25-64,PC,PROF,TOTAL,RS,2.154
A,Y25-64,PC,PROF,TOTAL,SE,3.498
A,Y25-64,PC,PROF,TOTAL,SI,3.141
A,Y25-64,PC,PROF,TOTAL,SK,3.004
A,Y25-69,PC,BASIC,DEG1,AT,1.413
A,Y25-69,PC,BASIC,DEG1,BE,1.577
A,Y25-69,PC,BASIC,DEG1,BG,2.25
A,Y25-69,PC,BASIC,DEG1,CY,1.042
A,Y25-69,PC,BASIC,DEG1,CZ,3.182
A,Y25-69,PC,BASIC,DEG1,DE,1.92
A,Y25-69,PC,BASIC,DEG1,DK,0.871
